,Date Time,Open,High,Low,Close,Volume
0,2020-01-01 12:00:00,7194.89209,7254.330566,7174.944336,7200.174316,18565664996
1,2020-01-02 12:00:00,7202.55127,7212.155273,6935.27002,6985.470215,20802083465
2,2020-01-03 12:00:00,6984.428711,7413.715331999999,6914.996094,7344.884276999999,28111481031
3,2020-01-04 12:00:00,7345.375488,7427.385742,7309.51416,7410.656738,18444271274
4,2020-01-05 12:00:00,7410.45166,7544.49707,7400.535645,7411.317383,19725074094
5,2020-01-06 12:00:00,7410.452148,7781.867187999997,7409.292969,7769.219238,23276261598
6,2020-01-07 12:00:00,7768.6821290000025,8178.21582,7768.227539,8163.692383,28767291326
7,2020-01-08 12:00:00,8161.935547,8396.738281,7956.774414,8079.862793000001,31672559264
8,2020-01-09 12:00:00,8082.295898,8082.295898,7842.403809,7879.071289,24045990465
9,2020-01-10 12:00:00,7878.307617,8166.554198999997,7726.774901999999,8166.554198999997,28714583843
10,2020-01-11 12:00:00,8162.190918000001,8218.359375,8029.64209,8037.537598000001,25521165085
11,2020-01-12 12:00:00,8033.261719,8200.063477,8009.059081999999,8192.494141,22903438381
12,2020-01-13 12:00:00,8189.771973000001,8197.788086,8079.700684,8144.194336,22482910687
13,2020-01-14 12:00:00,8140.933105,8879.511719,8140.933105,8827.764648,44841784107
14,2020-01-15 12:00:00,8825.34375,8890.117188,8657.1875,8807.010742,40102834649
15,2020-01-16 12:00:00,8812.481445,8846.460938,8612.095703,8723.786133,31313981930
16,2020-01-17 12:00:00,8725.209961,8958.12207,8677.316406,8929.038086,36372139320
17,2020-01-18 12:00:00,8927.211914,9012.198242,8827.332031,8942.808594,32337772626
18,2020-01-19 12:00:00,8941.445313,9164.362305,8620.080078,8706.245117,34217320471
19,2020-01-20 12:00:00,8704.631836,8745.59082,8560.473633,8657.642578,26422375678
20,2020-01-21 12:00:00,8658.991211,8755.706055,8544.520508,8745.894531,24097418512
21,2020-01-22 12:00:00,8744.210938,8792.994141,8636.74707,8680.875977,22600204050
22,2020-01-23 12:00:00,8680.650391,8687.74707,8333.637695,8406.515625,25770680778
23,2020-01-24 12:00:00,8405.567383,8514.666992,8266.84082,8445.43457,24397913025
24,2020-01-25 12:00:00,8440.119141,8458.453125,8296.21875,8367.847656,19647331548
25,2020-01-26 12:00:00,8364.410156,8602.401367,8325.498047,8596.830078,22177678795
26,2020-01-27 12:00:00,8597.308594,8977.726563,8597.308594,8909.819336,28647338393
27,2020-01-28 12:00:00,8912.524414,9358.589844,8908.447266,9358.589844,34398744402
28,2020-01-29 12:00:00,9357.470703,9406.431641,9269.467773,9316.629883,30682598115
29,2020-01-30 12:00:00,9316.016602,9553.125977,9230.897461,9508.993164,32378792850
30,2020-01-31 12:00:00,9508.313477,9521.706055,9230.776367,9350.529297,29432489719
31,2020-02-01 12:00:00,9346.357422,9439.323242,9313.239258,9392.875,25922656496
32,2020-02-02 12:00:00,9389.820313,9468.797852,9217.824219,9344.365234,30835736946
33,2020-02-03 12:00:00,9344.683594,9540.37207,9248.633789,9293.521484,30934096508
34,2020-02-04 12:00:00,9292.841797,9331.265625,9112.811523,9180.962891,29893183716
35,2020-02-05 12:00:00,9183.416016,9701.299805,9163.704102,9613.423828,35222060874
36,2020-02-06 12:00:00,9617.821289,9824.619141,9539.818359,9729.801758,37628823715
37,2020-02-07 12:00:00,9726.00293,9834.716797,9726.00293,9795.943359,34522718159
38,2020-02-08 12:00:00,9793.070313,9876.749023,9678.910156,9865.119141,35172043761
39,2020-02-09 12:00:00,9863.894531,10129.435547,9850.392578,10116.673828,35807884663
40,2020-02-10 12:00:00,10115.55957,10165.765625,9784.563477,9856.611328,39386548074
41,2020-02-11 12:00:00,9855.891602,10210.052734,9729.334961,10208.236328,37648059388
42,2020-02-12 12:00:00,10202.387695,10393.611328,10202.387695,10326.054688,43444303830
43,2020-02-13 12:00:00,10323.960938,10457.626953,10116.161133,10214.379883,49356071372
44,2020-02-14 12:00:00,10211.550781,10321.996094,10125.53418,10312.116211,43338264161
45,2020-02-15 12:00:00,10313.856445,10341.555664,9874.427734,9889.424805,43865054831
46,2020-02-16 12:00:00,9889.179688,10053.96875,9722.386719,9934.433594,43374780305
47,2020-02-17 12:00:00,9936.560547,9938.81543,9507.637695,9690.142578,45998298412
48,2020-02-18 12:00:00,9691.230469,10161.935547,9632.382813,10141.996094,47271023953
49,2020-02-19 12:00:00,10143.798828,10191.675781,9611.223633,9633.386719,46992019709
50,2020-02-20 12:00:00,9629.325195,9643.216797,9507.900391,9608.475586,44925260236
51,2020-02-21 12:00:00,9611.782227,9723.014648,9589.743164,9686.441406,40930547512
52,2020-02-22 12:00:00,9687.707031,9698.231445,9600.728516,9663.181641,35838025154
53,2020-02-23 12:00:00,9663.318359,9937.404297,9657.791016,9924.515625,41185185761
54,2020-02-24 12:00:00,9921.583008,9951.746094,9537.042969,9650.174805,45080496648
55,2020-02-25 12:00:00,9651.3125,9652.737305,9305.021484,9341.705078,42515259129
56,2020-02-26 12:00:00,9338.290039,9354.77832,8704.426758,8820.522461,50420050761
57,2020-02-27 12:00:00,8825.09375,8932.892578,8577.199219,8784.494141,45470195695
58,2020-02-28 12:00:00,8788.728516,8890.456055,8492.932617,8672.455078,44605450442
59,2020-02-29 12:00:00,8671.212891,8775.631836,8599.508789,8599.508789,35792392544
60,2020-03-01 12:00:00,8599.758789,8726.796875,8471.212891,8562.454102,35349164300
61,2020-03-02 12:00:00,8563.264648,8921.308594,8532.630859,8869.669922,42857674408
62,2020-03-03 12:00:00,8865.387695,8901.598633,8704.990234,8787.786133,42386715820
63,2020-03-04 12:00:00,8788.541992,8843.366211,8712.431641,8755.246094,34746706368
64,2020-03-05 12:00:00,8760.285156,9142.054688,8757.253906,9078.762695,39698054597
65,2020-03-06 12:00:00,9078.308594,9167.695313,9032.079102,9122.545898,40826885650
66,2020-03-07 12:00:00,9121.600586,9163.220703,8890.744141,8909.954102,36216930369
67,2020-03-08 12:00:00,8908.206055,8914.34375,8105.25293,8108.116211,39973102120
68,2020-03-09 12:00:00,8111.146484000001,8177.793456999999,7690.098145,7923.644531,46936995808
69,2020-03-10 12:00:00,7922.146973000001,8136.945312999997,7814.763184,7909.729492,42213940993
70,2020-03-11 12:00:00,7910.089844,7950.814453,7642.8125,7911.430176000003,38682762604
71,2020-03-12 12:00:00,7913.616211,7929.116211,4860.354004,4970.788086,53980357243
72,2020-03-13 12:00:00,5017.831055,5838.114746,4106.980957,5563.707031,74156772074
73,2020-03-14 12:00:00,5573.0776369999985,5625.226563,5125.069336,5200.366211,36154506007
74,2020-03-15 12:00:00,5201.066895,5836.64502,5169.283203,5392.314941,33997889638
75,2020-03-16 12:00:00,5385.229492,5385.229492,4575.35791,5014.47998,45368026429
76,2020-03-17 12:00:00,5002.578125,5371.348633,4981.90918,5225.629395,38622642935
77,2020-03-18 12:00:00,5227.11377,5331.833984000001,5069.335938,5238.4384770000015,37878801016
78,2020-03-19 12:00:00,5245.416504,6329.73584,5236.96875,6191.192871,51000731797
79,2020-03-20 12:00:00,6191.653809,6844.261719,5865.781738000002,6198.77832,54442976102
80,2020-03-21 12:00:00,6206.521484000001,6378.135254,5932.823242,6185.066406,42494390879
81,2020-03-22 12:00:00,6185.558105,6359.697265999999,5823.713867,5830.254883,40099664740
82,2020-03-23 12:00:00,5831.3745119999985,6443.93457,5785.004395,6416.314941,46491915999
83,2020-03-24 12:00:00,6436.642578,6789.022948999997,6411.066406,6734.803711,48221910672
84,2020-03-25 12:00:00,6738.716797,6892.51123,6536.92627,6681.062988000002,44590107887
85,2020-03-26 12:00:00,6675.1708979999985,6735.463867,6590.962890999999,6716.44043,35319797641
86,2020-03-27 12:00:00,6719.38916,6793.836426000003,6466.70166,6469.79834,34585598366
