,Date Time,Open,High,Low,Close,Volume
0,2014-11-28 12:00:00,363.59,381.34,360.57,376.28,3220878.18
1,2014-11-29 12:00:00,376.42,386.6,372.25,376.72,2746157.05
2,2014-11-30 12:00:00,376.57,381.99,373.32,373.34,1145566.61
3,2014-12-01 12:00:00,376.4,382.31,373.03,378.39,2520662.37
4,2014-12-02 12:00:00,378.39,382.86,375.23,379.25,2593576.46
5,2014-12-03 12:00:00,379.25,383.0,374.23,376.67,2998357.92
6,2014-12-04 12:00:00,376.67,378.99,360.01,365.2,3297896.46
7,2014-12-05 12:00:00,365.2,377.89,363.99,374.95,3331762.49
8,2014-12-06 12:00:00,374.95,376.99,371.31,375.07,861748.71
9,2014-12-07 12:00:00,375.07,377.5,373.16,376.87,913715.62
10,2014-12-08 12:00:00,376.87,377.45,364.6,364.61,3655238.4
11,2014-12-09 12:00:00,364.61,365.48,343.97,350.49,7376463.45
12,2014-12-10 12:00:00,350.49,353.74,347.23,348.13,2304335.87
13,2014-12-11 12:00:00,348.13,364.43,339.8,348.98,5842055.01
14,2014-12-12 12:00:00,348.98,358.59,348.0,354.48,2846451.59
15,2014-12-13 12:00:00,354.48,354.95,347.03,351.45,1359211.39
16,2014-12-14 12:00:00,351.45,351.98,348.96,350.17,196831.56
17,2014-12-15 12:00:00,350.17,350.17,350.17,350.17,0.0
18,2014-12-16 12:00:00,350.17,350.17,330.0,330.02,1902071.15
19,2014-12-17 12:00:00,331.56,335.99,315.23,321.1,7586686.22
20,2014-12-18 12:00:00,321.32,325.61,304.99,312.17,6788858.09
21,2014-12-19 12:00:00,310.48,320.0,307.11,318.0,4999167.76
22,2014-12-20 12:00:00,317.23,333.0,316.52,329.99,3617196.63
23,2014-12-21 12:00:00,332.58,332.98,318.78,323.15,2114707.57
24,2014-12-22 12:00:00,322.24,333.99,319.9,330.52,3821126.0
25,2014-12-23 12:00:00,330.52,338.99,327.49,335.49,2604314.14
26,2014-12-24 12:00:00,337.0,337.0,320.92,322.14,1826465.31
27,2014-12-25 12:00:00,320.92,324.23,316.63,319.39,1255322.02
28,2014-12-26 12:00:00,319.0,332.0,316.64,330.88,2066944.34
29,2014-12-27 12:00:00,330.97,330.97,311.63,315.89,2747753.48
30,2014-12-28 12:00:00,315.89,319.56,311.22,316.63,1288906.81
